"year","level","nuts","type.of.building","value","measure"
2022,"laucode","2463","all",281,"price_m2"
2023,"laucode","2463","all",279,"price_m2"
2024,"laucode","2463","all",384,"price_m2"
2013,"laucode","2463","flat",1794,"price_m2"
2014,"laucode","2463","flat",1681,"price_m2"
2015,"laucode","2463","flat",1716,"price_m2"
2016,"laucode","2463","flat",1716,"price_m2"
2017,"laucode","2463","flat",1759,"price_m2"
2018,"laucode","2463","flat",1766,"price_m2"
2019,"laucode","2463","flat",1582,"price_m2"
2020,"laucode","2463","flat",1702,"price_m2"
2021,"laucode","2463","flat",1858,"price_m2"
2022,"laucode","2463","flat",1993,"price_m2"
2023,"laucode","2463","flat",1979,"price_m2"
2024,"laucode","2463","flat",2723,"price_m2"
2013,"laucode","2463","house",253,"price_m2"
2014,"laucode","2463","house",237,"price_m2"
2015,"laucode","2463","house",242,"price_m2"
2016,"laucode","2463","house",242,"price_m2"
2017,"laucode","2463","house",248,"price_m2"
2018,"laucode","2463","house",249,"price_m2"
2019,"laucode","2463","house",223,"price_m2"
2020,"laucode","2463","house",240,"price_m2"
2021,"laucode","2463","house",262,"price_m2"
2022,"laucode","2463","house",281,"price_m2"
2023,"laucode","2463","house",279,"price_m2"
2024,"laucode","2463","house",384,"price_m2"
2013,"laucode","2480","all",2272,"price_m2"
2014,"laucode","2480","all",2417,"price_m2"
2015,"laucode","2480","all",2571,"price_m2"
2016,"laucode","2480","all",2651,"price_m2"
2017,"laucode","2480","all",2776,"price_m2"
2018,"laucode","2480","all",2863,"price_m2"
2019,"laucode","2480","all",2812,"price_m2"
2020,"laucode","2480","all",2954,"price_m2"
2021,"laucode","2480","all",3168,"price_m2"
2022,"laucode","2480","all",3323,"price_m2"
2023,"laucode","2480","all",3088,"price_m2"
2024,"laucode","2480","all",3097,"price_m2"
2013,"laucode","2480","flat",2338,"price_m2"
2014,"laucode","2480","flat",2487,"price_m2"
2015,"laucode","2480","flat",2646,"price_m2"
2016,"laucode","2480","flat",2727,"price_m2"
2017,"laucode","2480","flat",2857,"price_m2"
2018,"laucode","2480","flat",2946,"price_m2"
2019,"laucode","2480","flat",2893,"price_m2"
2020,"laucode","2480","flat",3040,"price_m2"
2021,"laucode","2480","flat",3259,"price_m2"
2022,"laucode","2480","flat",3419,"price_m2"
2023,"laucode","2480","flat",3177,"price_m2"
2024,"laucode","2480","flat",3187,"price_m2"
2013,"laucode","2480","house",2095,"price_m2"
2014,"laucode","2480","house",2229,"price_m2"
2015,"laucode","2480","house",2371,"price_m2"
2016,"laucode","2480","house",2444,"price_m2"
2017,"laucode","2480","house",2560,"price_m2"
2018,"laucode","2480","house",2640,"price_m2"
2019,"laucode","2480","house",2593,"price_m2"
2020,"laucode","2480","house",2724,"price_m2"
2021,"laucode","2480","house",2921,"price_m2"
2022,"laucode","2480","house",3064,"price_m2"
2023,"laucode","2480","house",2847,"price_m2"
2024,"laucode","2480","house",2856,"price_m2"
2013,"laucode","2481","all",657,"price_m2"
2014,"laucode","2481","all",669,"price_m2"
2015,"laucode","2481","all",716,"price_m2"
2016,"laucode","2481","all",743,"price_m2"
2017,"laucode","2481","all",785,"price_m2"
2018,"laucode","2481","all",817,"price_m2"
2019,"laucode","2481","all",824,"price_m2"
2020,"laucode","2481","all",874,"price_m2"
2021,"laucode","2481","all",947,"price_m2"
2022,"laucode","2481","all",1001,"price_m2"
2023,"laucode","2481","all",960,"price_m2"
2024,"laucode","2481","all",1005,"price_m2"
2013,"laucode","2481","flat",2691,"price_m2"
2014,"laucode","2481","flat",2740,"price_m2"
2015,"laucode","2481","flat",2933,"price_m2"
2016,"laucode","2481","flat",3044,"price_m2"
2017,"laucode","2481","flat",3216,"price_m2"
2018,"laucode","2481","flat",3347,"price_m2"
2019,"laucode","2481","flat",3375,"price_m2"
2020,"laucode","2481","flat",3580,"price_m2"
2021,"laucode","2481","flat",3879,"price_m2"
2022,"laucode","2481","flat",4100,"price_m2"
2023,"laucode","2481","flat",3933,"price_m2"
2024,"laucode","2481","flat",4117,"price_m2"
2013,"laucode","2481","house",657,"price_m2"
2014,"laucode","2481","house",669,"price_m2"
2015,"laucode","2481","house",716,"price_m2"
2016,"laucode","2481","house",743,"price_m2"
2017,"laucode","2481","house",785,"price_m2"
2018,"laucode","2481","house",817,"price_m2"
2019,"laucode","2481","house",824,"price_m2"
2020,"laucode","2481","house",874,"price_m2"
2021,"laucode","2481","house",947,"price_m2"
2022,"laucode","2481","house",1001,"price_m2"
2023,"laucode","2481","house",960,"price_m2"
2024,"laucode","2481","house",1005,"price_m2"
2013,"laucode","2482","all",1004,"price_m2"
2014,"laucode","2482","all",1079,"price_m2"
2015,"laucode","2482","all",1163,"price_m2"
2016,"laucode","2482","all",1214,"price_m2"
2017,"laucode","2482","all",1287,"price_m2"
2018,"laucode","2482","all",1343,"price_m2"
2019,"laucode","2482","all",1369,"price_m2"
2020,"laucode","2482","all",1487,"price_m2"
2021,"laucode","2482","all",1643,"price_m2"
2022,"laucode","2482","all",1772,"price_m2"
2023,"laucode","2482","all",1797,"price_m2"
2024,"laucode","2482","all",1933,"price_m2"
2013,"laucode","2482","flat",1071,"price_m2"
2014,"laucode","2482","flat",1151,"price_m2"
2015,"laucode","2482","flat",1241,"price_m2"
2016,"laucode","2482","flat",1295,"price_m2"
2017,"laucode","2482","flat",1373,"price_m2"
2018,"laucode","2482","flat",1433,"price_m2"
2019,"laucode","2482","flat",1460,"price_m2"
2020,"laucode","2482","flat",1587,"price_m2"
2021,"laucode","2482","flat",1753,"price_m2"
2022,"laucode","2482","flat",1891,"price_m2"
2023,"laucode","2482","flat",1917,"price_m2"
2024,"laucode","2482","flat",2062,"price_m2"
2013,"laucode","2482","house",941,"price_m2"
2014,"laucode","2482","house",1011,"price_m2"
2015,"laucode","2482","house",1090,"price_m2"
2016,"laucode","2482","house",1138,"price_m2"
2017,"laucode","2482","house",1206,"price_m2"
2018,"laucode","2482","house",1259,"price_m2"
2019,"laucode","2482","house",1283,"price_m2"
2020,"laucode","2482","house",1394,"price_m2"
2021,"laucode","2482","house",1540,"price_m2"
2022,"laucode","2482","house",1661,"price_m2"
2023,"laucode","2482","house",1684,"price_m2"
2024,"laucode","2482","house",1812,"price_m2"
2013,"laucode","2505","all",488,"price_m2"
2014,"laucode","2505","all",500,"price_m2"
2015,"laucode","2505","all",545,"price_m2"
2016,"laucode","2505","all",559,"price_m2"
2017,"laucode","2505","all",597,"price_m2"
2018,"laucode","2505","all",623,"price_m2"
2019,"laucode","2505","all",672,"price_m2"
2020,"laucode","2505","all",702,"price_m2"
2021,"laucode","2505","all",750,"price_m2"
2022,"laucode","2505","all",788,"price_m2"
2023,"laucode","2505","all",800,"price_m2"
2024,"laucode","2505","all",878,"price_m2"
2013,"laucode","2505","flat",1436,"price_m2"
2014,"laucode","2505","flat",1471,"price_m2"
2015,"laucode","2505","flat",1604,"price_m2"
2016,"laucode","2505","flat",1645,"price_m2"
2017,"laucode","2505","flat",1757,"price_m2"
2018,"laucode","2505","flat",1833,"price_m2"
2019,"laucode","2505","flat",1978,"price_m2"
2020,"laucode","2505","flat",2066,"price_m2"
2021,"laucode","2505","flat",2207,"price_m2"
2022,"laucode","2505","flat",2319,"price_m2"
2023,"laucode","2505","flat",2354,"price_m2"
2024,"laucode","2505","flat",2584,"price_m2"
2013,"laucode","2505","house",488,"price_m2"
2014,"laucode","2505","house",500,"price_m2"
2015,"laucode","2505","house",545,"price_m2"
2016,"laucode","2505","house",559,"price_m2"
2017,"laucode","2505","house",597,"price_m2"
2018,"laucode","2505","house",623,"price_m2"
2019,"laucode","2505","house",672,"price_m2"
2020,"laucode","2505","house",702,"price_m2"
2021,"laucode","2505","house",750,"price_m2"
2022,"laucode","2505","house",788,"price_m2"
2023,"laucode","2505","house",800,"price_m2"
2024,"laucode","2505","house",878,"price_m2"
2013,"laucode","2506","all",510,"price_m2"
2014,"laucode","2506","all",544,"price_m2"
2015,"laucode","2506","all",604,"price_m2"
2016,"laucode","2506","all",631,"price_m2"
2017,"laucode","2506","all",685,"price_m2"
2018,"laucode","2506","all",718,"price_m2"
2019,"laucode","2506","all",808,"price_m2"
2020,"laucode","2506","all",793,"price_m2"
2021,"laucode","2506","all",802,"price_m2"
2022,"laucode","2506","all",830,"price_m2"
2023,"laucode","2506","all",710,"price_m2"
2024,"laucode","2506","all",1154,"price_m2"
2013,"laucode","2506","flat",1013,"price_m2"
2014,"laucode","2506","flat",1080,"price_m2"
2015,"laucode","2506","flat",1199,"price_m2"
2016,"laucode","2506","flat",1253,"price_m2"
2017,"laucode","2506","flat",1360,"price_m2"
2018,"laucode","2506","flat",1426,"price_m2"
2019,"laucode","2506","flat",1605,"price_m2"
2020,"laucode","2506","flat",1575,"price_m2"
2021,"laucode","2506","flat",1593,"price_m2"
2022,"laucode","2506","flat",1648,"price_m2"
2023,"laucode","2506","flat",1410,"price_m2"
2024,"laucode","2506","flat",2292,"price_m2"
2013,"laucode","2506","house",510,"price_m2"
2014,"laucode","2506","house",544,"price_m2"
2015,"laucode","2506","house",604,"price_m2"
2016,"laucode","2506","house",631,"price_m2"
2017,"laucode","2506","house",685,"price_m2"
2018,"laucode","2506","house",718,"price_m2"
2019,"laucode","2506","house",808,"price_m2"
2020,"laucode","2506","house",793,"price_m2"
2021,"laucode","2506","house",802,"price_m2"
2022,"laucode","2506","house",830,"price_m2"
2023,"laucode","2506","house",710,"price_m2"
2024,"laucode","2506","house",1154,"price_m2"
2013,"laucode","2510","all",586,"price_m2"
2014,"laucode","2510","all",568,"price_m2"
2015,"laucode","2510","all",653,"price_m2"
2016,"laucode","2510","all",708,"price_m2"
2017,"laucode","2510","all",788,"price_m2"
2018,"laucode","2510","all",855,"price_m2"
2019,"laucode","2510","all",1026,"price_m2"
2020,"laucode","2510","all",1015,"price_m2"
2021,"laucode","2510","all",1039,"price_m2"
2022,"laucode","2510","all",1048,"price_m2"
2023,"laucode","2510","all",931,"price_m2"
2024,"laucode","2510","all",901,"price_m2"
2013,"laucode","2510","flat",1205,"price_m2"
2014,"laucode","2510","flat",1168,"price_m2"
2015,"laucode","2510","flat",1343,"price_m2"
2016,"laucode","2510","flat",1456,"price_m2"
2017,"laucode","2510","flat",1620,"price_m2"
2018,"laucode","2510","flat",1758,"price_m2"
2019,"laucode","2510","flat",2110,"price_m2"
2020,"laucode","2510","flat",2087,"price_m2"
2021,"laucode","2510","flat",2137,"price_m2"
2022,"laucode","2510","flat",2155,"price_m2"
2023,"laucode","2510","flat",1914,"price_m2"
2024,"laucode","2510","flat",1853,"price_m2"
2013,"laucode","2510","house",586,"price_m2"
2014,"laucode","2510","house",568,"price_m2"
2015,"laucode","2510","house",653,"price_m2"
2016,"laucode","2510","house",708,"price_m2"
2017,"laucode","2510","house",788,"price_m2"
2018,"laucode","2510","house",855,"price_m2"
2019,"laucode","2510","house",1026,"price_m2"
2020,"laucode","2510","house",1015,"price_m2"
2021,"laucode","2510","house",1039,"price_m2"
2022,"laucode","2510","house",1048,"price_m2"
2023,"laucode","2510","house",931,"price_m2"
2024,"laucode","2510","house",901,"price_m2"
2013,"laucode","2513","all",342,"price_m2"
2014,"laucode","2513","all",337,"price_m2"
2015,"laucode","2513","all",351,"price_m2"
2016,"laucode","2513","all",349,"price_m2"
2017,"laucode","2513","all",361,"price_m2"
2018,"laucode","2513","all",365,"price_m2"
2019,"laucode","2513","all",359,"price_m2"
2020,"laucode","2513","all",377,"price_m2"
2021,"laucode","2513","all",406,"price_m2"
2022,"laucode","2513","all",429,"price_m2"
2023,"laucode","2513","all",446,"price_m2"
2024,"laucode","2513","all",480,"price_m2"
2013,"laucode","2513","flat",1419,"price_m2"
2014,"laucode","2513","flat",1398,"price_m2"
2015,"laucode","2513","flat",1456,"price_m2"
2016,"laucode","2513","flat",1448,"price_m2"
2017,"laucode","2513","flat",1498,"price_m2"
2018,"laucode","2513","flat",1514,"price_m2"
2019,"laucode","2513","flat",1489,"price_m2"
2020,"laucode","2513","flat",1564,"price_m2"
2021,"laucode","2513","flat",1684,"price_m2"
2022,"laucode","2513","flat",1780,"price_m2"
2023,"laucode","2513","flat",1850,"price_m2"
2024,"laucode","2513","flat",1991,"price_m2"
2013,"laucode","2513","house",342,"price_m2"
2014,"laucode","2513","house",337,"price_m2"
2015,"laucode","2513","house",351,"price_m2"
2016,"laucode","2513","house",349,"price_m2"
2017,"laucode","2513","house",361,"price_m2"
2018,"laucode","2513","house",365,"price_m2"
2019,"laucode","2513","house",359,"price_m2"
2020,"laucode","2513","house",377,"price_m2"
2021,"laucode","2513","house",406,"price_m2"
2022,"laucode","2513","house",429,"price_m2"
2023,"laucode","2513","house",446,"price_m2"
2024,"laucode","2513","house",480,"price_m2"
2013,"laucode","2514","all",513,"price_m2"
2014,"laucode","2514","all",496,"price_m2"
2015,"laucode","2514","all",538,"price_m2"
2016,"laucode","2514","all",554,"price_m2"
2017,"laucode","2514","all",591,"price_m2"
2018,"laucode","2514","all",614,"price_m2"
2019,"laucode","2514","all",664,"price_m2"
2020,"laucode","2514","all",680,"price_m2"
2021,"laucode","2514","all",714,"price_m2"
2022,"laucode","2514","all",737,"price_m2"
2023,"laucode","2514","all",719,"price_m2"
2024,"laucode","2514","all",779,"price_m2"
2013,"laucode","2514","flat",394,"price_m2"
2014,"laucode","2514","flat",381,"price_m2"
2015,"laucode","2514","flat",413,"price_m2"
2016,"laucode","2514","flat",426,"price_m2"
2017,"laucode","2514","flat",454,"price_m2"
2018,"laucode","2514","flat",472,"price_m2"
2019,"laucode","2514","flat",510,"price_m2"
2020,"laucode","2514","flat",522,"price_m2"
2021,"laucode","2514","flat",548,"price_m2"
2022,"laucode","2514","flat",566,"price_m2"
2023,"laucode","2514","flat",552,"price_m2"
2024,"laucode","2514","flat",598,"price_m2"
2013,"laucode","2514","house",541,"price_m2"
2014,"laucode","2514","house",523,"price_m2"
2015,"laucode","2514","house",567,"price_m2"
2016,"laucode","2514","house",584,"price_m2"
2017,"laucode","2514","house",623,"price_m2"
2018,"laucode","2514","house",647,"price_m2"
2019,"laucode","2514","house",700,"price_m2"
2020,"laucode","2514","house",716,"price_m2"
2021,"laucode","2514","house",752,"price_m2"
2022,"laucode","2514","house",777,"price_m2"
2023,"laucode","2514","house",758,"price_m2"
2024,"laucode","2514","house",821,"price_m2"
2013,"laucode","2518","all",415,"price_m2"
2014,"laucode","2518","all",372,"price_m2"
2015,"laucode","2518","all",398,"price_m2"
2016,"laucode","2518","all",401,"price_m2"
2017,"laucode","2518","all",420,"price_m2"
2018,"laucode","2518","all",429,"price_m2"
2019,"laucode","2518","all",440,"price_m2"
2020,"laucode","2518","all",449,"price_m2"
2021,"laucode","2518","all",470,"price_m2"
2022,"laucode","2518","all",485,"price_m2"
2023,"laucode","2518","all",464,"price_m2"
2024,"laucode","2518","all",442,"price_m2"
2013,"laucode","2518","flat",1637,"price_m2"
2014,"laucode","2518","flat",1467,"price_m2"
2015,"laucode","2518","flat",1570,"price_m2"
2016,"laucode","2518","flat",1582,"price_m2"
2017,"laucode","2518","flat",1656,"price_m2"
2018,"laucode","2518","flat",1692,"price_m2"
2019,"laucode","2518","flat",1735,"price_m2"
2020,"laucode","2518","flat",1771,"price_m2"
2021,"laucode","2518","flat",1854,"price_m2"
2022,"laucode","2518","flat",1913,"price_m2"
2023,"laucode","2518","flat",1830,"price_m2"
2024,"laucode","2518","flat",1743,"price_m2"
2013,"laucode","2518","house",415,"price_m2"
2014,"laucode","2518","house",372,"price_m2"
2015,"laucode","2518","house",398,"price_m2"
2016,"laucode","2518","house",401,"price_m2"
2017,"laucode","2518","house",420,"price_m2"
2018,"laucode","2518","house",429,"price_m2"
2019,"laucode","2518","house",440,"price_m2"
2020,"laucode","2518","house",449,"price_m2"
2021,"laucode","2518","house",470,"price_m2"
2022,"laucode","2518","house",485,"price_m2"
2023,"laucode","2518","house",464,"price_m2"
2024,"laucode","2518","house",442,"price_m2"
2013,"laucode","2521","all",503,"price_m2"
2014,"laucode","2521","all",548,"price_m2"
2015,"laucode","2521","all",559,"price_m2"
2016,"laucode","2521","all",543,"price_m2"
2017,"laucode","2521","all",553,"price_m2"
2018,"laucode","2521","all",546,"price_m2"
2019,"laucode","2521","all",501,"price_m2"
2020,"laucode","2521","all",530,"price_m2"
2021,"laucode","2521","all",577,"price_m2"
2022,"laucode","2521","all",615,"price_m2"
2023,"laucode","2521","all",650,"price_m2"
2024,"laucode","2521","all",659,"price_m2"
2013,"laucode","2521","flat",1419,"price_m2"
2014,"laucode","2521","flat",1546,"price_m2"
2015,"laucode","2521","flat",1577,"price_m2"
2016,"laucode","2521","flat",1532,"price_m2"
2017,"laucode","2521","flat",1560,"price_m2"
2018,"laucode","2521","flat",1540,"price_m2"
2019,"laucode","2521","flat",1413,"price_m2"
2020,"laucode","2521","flat",1495,"price_m2"
2021,"laucode","2521","flat",1628,"price_m2"
2022,"laucode","2521","flat",1735,"price_m2"
2023,"laucode","2521","flat",1834,"price_m2"
2024,"laucode","2521","flat",1859,"price_m2"
2013,"laucode","2521","house",503,"price_m2"
2014,"laucode","2521","house",548,"price_m2"
2015,"laucode","2521","house",559,"price_m2"
2016,"laucode","2521","house",543,"price_m2"
2017,"laucode","2521","house",553,"price_m2"
2018,"laucode","2521","house",546,"price_m2"
2019,"laucode","2521","house",501,"price_m2"
2020,"laucode","2521","house",530,"price_m2"
2021,"laucode","2521","house",577,"price_m2"
2022,"laucode","2521","house",615,"price_m2"
2023,"laucode","2521","house",650,"price_m2"
2024,"laucode","2521","house",659,"price_m2"
2013,"laucode","2523","all",1005,"price_m2"
2014,"laucode","2523","all",1160,"price_m2"
2015,"laucode","2523","all",1223,"price_m2"
2016,"laucode","2523","all",1223,"price_m2"
2017,"laucode","2523","all",1275,"price_m2"
2018,"laucode","2523","all",1300,"price_m2"
2019,"laucode","2523","all",1300,"price_m2"
2020,"laucode","2523","all",1341,"price_m2"
2021,"laucode","2523","all",1422,"price_m2"
2022,"laucode","2523","all",1481,"price_m2"
2023,"laucode","2523","all",1462,"price_m2"
2024,"laucode","2523","all",1836,"price_m2"
2013,"laucode","2523","flat",1005,"price_m2"
