"municipality","year","type_of_building","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"viljandi vald","2021","30-39 m²",1244,"EE008","EE008",899
"viljandi vald","2000","40-49 m²",2334,"EE008","EE008",899
"viljandi vald","2011","40-49 m²",1808,"EE008","EE008",899
"viljandi vald","2021","40-49 m²",2128,"EE008","EE008",899
"viljandi vald","2000","50-59 m²",2134,"EE008","EE008",899
"viljandi vald","2011","50-59 m²",1688,"EE008","EE008",899
"viljandi vald","2021","50-59 m²",1840,"EE008","EE008",899
"viljandi vald","2000","60-69 m²",1924,"EE008","EE008",899
"viljandi vald","2011","60-69 m²",1950,"EE008","EE008",899
"viljandi vald","2021","60-69 m²",1892,"EE008","EE008",899
"viljandi vald","2000","70-79 m²",1690,"EE008","EE008",899
"viljandi vald","2011","70-79 m²",1394,"EE008","EE008",899
"viljandi vald","2021","70-79 m²",1640,"EE008","EE008",899
"viljandi vald","2000","80-99 m²",1826,"EE008","EE008",899
"viljandi vald","2011","80-99 m²",1708,"EE008","EE008",899
"viljandi vald","2021","80-99 m²",2000,"EE008","EE008",899
"viljandi vald","2000","100-119 m²",1206,"EE008","EE008",899
"viljandi vald","2011","100-119 m²",1392,"EE008","EE008",899
"viljandi vald","2021","100-119 m²",1492,"EE008","EE008",899
"viljandi vald","2000","120-149 m²",882,"EE008","EE008",899
"viljandi vald","2011","120-149 m²",1062,"EE008","EE008",899
"viljandi vald","2021","120-149 m²",1468,"EE008","EE008",899
"viljandi vald","2000","150 m² or more",606,"EE008","EE008",899
"viljandi vald","2011","150 m² or more",1454,"EE008","EE008",899
"viljandi vald","2021","150 m² or more",1390,"EE008","EE008",899
"viljandi vald","2000","Area of dwelling unknown",258,"EE008","EE008",899
"viljandi vald","2011","Area of dwelling unknown",58,"EE008","EE008",899
"viljandi vald","2021","Area of dwelling unknown",162,"EE008","EE008",899
"vinni vald","2000","Area of dwelling total",8398,"EE009","EE006",901
"vinni vald","2011","Area of dwelling total",7952,"EE009","EE006",901
"vinni vald","2021","Area of dwelling total",8728,"EE009","EE006",901
"vinni vald","2000","Less than 30 m²",252,"EE009","EE006",901
"vinni vald","2011","Less than 30 m²",204,"EE009","EE006",901
"vinni vald","2021","Less than 30 m²",308,"EE009","EE006",901
"vinni vald","2000","30-39 m²",628,"EE009","EE006",901
"vinni vald","2011","30-39 m²",578,"EE009","EE006",901
"vinni vald","2021","30-39 m²",642,"EE009","EE006",901
"vinni vald","2000","40-49 m²",1312,"EE009","EE006",901
"vinni vald","2011","40-49 m²",1152,"EE009","EE006",901
"vinni vald","2021","40-49 m²",1322,"EE009","EE006",901
"vinni vald","2000","50-59 m²",1106,"EE009","EE006",901
"vinni vald","2011","50-59 m²",920,"EE009","EE006",901
"vinni vald","2021","50-59 m²",968,"EE009","EE006",901
"vinni vald","2000","60-69 m²",1180,"EE009","EE006",901
"vinni vald","2011","60-69 m²",1120,"EE009","EE006",901
"vinni vald","2021","60-69 m²",1168,"EE009","EE006",901
"vinni vald","2000","70-79 m²",940,"EE009","EE006",901
"vinni vald","2011","70-79 m²",856,"EE009","EE006",901
"vinni vald","2021","70-79 m²",942,"EE009","EE006",901
"vinni vald","2000","80-99 m²",1294,"EE009","EE006",901
"vinni vald","2011","80-99 m²",1060,"EE009","EE006",901
"vinni vald","2021","80-99 m²",1380,"EE009","EE006",901
"vinni vald","2000","100-119 m²",680,"EE009","EE006",901
"vinni vald","2011","100-119 m²",728,"EE009","EE006",901
"vinni vald","2021","100-119 m²",888,"EE009","EE006",901
"vinni vald","2000","120-149 m²",368,"EE009","EE006",901
"vinni vald","2011","120-149 m²",478,"EE009","EE006",901
"vinni vald","2021","120-149 m²",534,"EE009","EE006",901
"vinni vald","2000","150 m² or more",216,"EE009","EE006",901
"vinni vald","2011","150 m² or more",630,"EE009","EE006",901
"vinni vald","2021","150 m² or more",562,"EE009","EE006",901
"vinni vald","2000","Area of dwelling unknown",422,"EE009","EE006",901
"vinni vald","2011","Area of dwelling unknown",226,"EE009","EE006",901
"vinni vald","2021","Area of dwelling unknown",14,"EE009","EE006",901
"viru-nigula vald","2000","Area of dwelling total",8096,"EE009","EE006",903
"viru-nigula vald","2011","Area of dwelling total",7568,"EE009","EE006",903
"viru-nigula vald","2021","Area of dwelling total",8408,"EE009","EE006",903
"viru-nigula vald","2000","Less than 30 m²",504,"EE009","EE006",903
"viru-nigula vald","2011","Less than 30 m²",400,"EE009","EE006",903
"viru-nigula vald","2021","Less than 30 m²",578,"EE009","EE006",903
"viru-nigula vald","2000","30-39 m²",1502,"EE009","EE006",903
"viru-nigula vald","2011","30-39 m²",1398,"EE009","EE006",903
"viru-nigula vald","2021","30-39 m²",1524,"EE009","EE006",903
"viru-nigula vald","2000","40-49 m²",2134,"EE009","EE006",903
"viru-nigula vald","2011","40-49 m²",1954,"EE009","EE006",903
"viru-nigula vald","2021","40-49 m²",2172,"EE009","EE006",903
"viru-nigula vald","2000","50-59 m²",910,"EE009","EE006",903
"viru-nigula vald","2011","50-59 m²",776,"EE009","EE006",903
"viru-nigula vald","2021","50-59 m²",862,"EE009","EE006",903
"viru-nigula vald","2000","60-69 m²",1230,"EE009","EE006",903
"viru-nigula vald","2011","60-69 m²",1194,"EE009","EE006",903
"viru-nigula vald","2021","60-69 m²",1308,"EE009","EE006",903
"viru-nigula vald","2000","70-79 m²",720,"EE009","EE006",903
"viru-nigula vald","2011","70-79 m²",700,"EE009","EE006",903
"viru-nigula vald","2021","70-79 m²",780,"EE009","EE006",903
"viru-nigula vald","2000","80-99 m²",426,"EE009","EE006",903
"viru-nigula vald","2011","80-99 m²",426,"EE009","EE006",903
"viru-nigula vald","2021","80-99 m²",496,"EE009","EE006",903
"viru-nigula vald","2000","100-119 m²",234,"EE009","EE006",903
"viru-nigula vald","2011","100-119 m²",276,"EE009","EE006",903
"viru-nigula vald","2021","100-119 m²",328,"EE009","EE006",903
"viru-nigula vald","2000","120-149 m²",108,"EE009","EE006",903
"viru-nigula vald","2011","120-149 m²",190,"EE009","EE006",903
"viru-nigula vald","2021","120-149 m²",176,"EE009","EE006",903
"viru-nigula vald","2000","150 m² or more",74,"EE009","EE006",903
"viru-nigula vald","2011","150 m² or more",238,"EE009","EE006",903
"viru-nigula vald","2021","150 m² or more",180,"EE009","EE006",903
"viru-nigula vald","2000","Area of dwelling unknown",254,"EE009","EE006",903
"viru-nigula vald","2011","Area of dwelling unknown",16,"EE009","EE006",903
"viru-nigula vald","2021","Area of dwelling unknown",4,"EE009","EE006",903
"vormsi vald","2000","Area of dwelling total",442,"EE004","EE004",907
"vormsi vald","2011","Area of dwelling total",270,"EE004","EE004",907
"vormsi vald","2021","Area of dwelling total",502,"EE004","EE004",907
"vormsi vald","2000","Less than 30 m²",22,"EE004","EE004",907
"vormsi vald","2011","Less than 30 m²",4,"EE004","EE004",907
"vormsi vald","2021","Less than 30 m²",20,"EE004","EE004",907
"vormsi vald","2000","30-39 m²",24,"EE004","EE004",907
"vormsi vald","2011","30-39 m²",10,"EE004","EE004",907
"vormsi vald","2021","30-39 m²",22,"EE004","EE004",907
"vormsi vald","2000","40-49 m²",32,"EE004","EE004",907
"vormsi vald","2011","40-49 m²",20,"EE004","EE004",907
"vormsi vald","2021","40-49 m²",46,"EE004","EE004",907
"vormsi vald","2000","50-59 m²",28,"EE004","EE004",907
"vormsi vald","2011","50-59 m²",18,"EE004","EE004",907
"vormsi vald","2021","50-59 m²",46,"EE004","EE004",907
"vormsi vald","2000","60-69 m²",40,"EE004","EE004",907
"vormsi vald","2011","60-69 m²",32,"EE004","EE004",907
"vormsi vald","2021","60-69 m²",46,"EE004","EE004",907
"vormsi vald","2000","70-79 m²",30,"EE004","EE004",907
"vormsi vald","2011","70-79 m²",26,"EE004","EE004",907
"vormsi vald","2021","70-79 m²",48,"EE004","EE004",907
"vormsi vald","2000","80-99 m²",64,"EE004","EE004",907
"vormsi vald","2011","80-99 m²",46,"EE004","EE004",907
"vormsi vald","2021","80-99 m²",84,"EE004","EE004",907
"vormsi vald","2000","100-119 m²",40,"EE004","EE004",907
"vormsi vald","2011","100-119 m²",52,"EE004","EE004",907
"vormsi vald","2021","100-119 m²",60,"EE004","EE004",907
"vormsi vald","2000","120-149 m²",28,"EE004","EE004",907
"vormsi vald","2011","120-149 m²",26,"EE004","EE004",907
"vormsi vald","2021","120-149 m²",60,"EE004","EE004",907
"vormsi vald","2000","150 m² or more",10,"EE004","EE004",907
"vormsi vald","2011","150 m² or more",30,"EE004","EE004",907
"vormsi vald","2021","150 m² or more",40,"EE004","EE004",907
"vormsi vald","2000","Area of dwelling unknown",124,"EE004","EE004",907
"vormsi vald","2011","Area of dwelling unknown",6,"EE004","EE004",907
"vormsi vald","2021","Area of dwelling unknown",30,"EE004","EE004",907
"väike-maarja vald","2000","Area of dwelling total",7552,"EE009","EE006",928
"väike-maarja vald","2011","Area of dwelling total",6832,"EE009","EE006",928
"väike-maarja vald","2021","Area of dwelling total",7578,"EE009","EE006",928
"väike-maarja vald","2000","Less than 30 m²",306,"EE009","EE006",928
"väike-maarja vald","2011","Less than 30 m²",190,"EE009","EE006",928
"väike-maarja vald","2021","Less than 30 m²",254,"EE009","EE006",928
"väike-maarja vald","2000","30-39 m²",522,"EE009","EE006",928
"väike-maarja vald","2011","30-39 m²",458,"EE009","EE006",928
"väike-maarja vald","2021","30-39 m²",592,"EE009","EE006",928
"väike-maarja vald","2000","40-49 m²",1304,"EE009","EE006",928
"väike-maarja vald","2011","40-49 m²",1170,"EE009","EE006",928
"väike-maarja vald","2021","40-49 m²",1400,"EE009","EE006",928
"väike-maarja vald","2000","50-59 m²",1046,"EE009","EE006",928
"väike-maarja vald","2011","50-59 m²",856,"EE009","EE006",928
"väike-maarja vald","2021","50-59 m²",942,"EE009","EE006",928
"väike-maarja vald","2000","60-69 m²",996,"EE009","EE006",928
"väike-maarja vald","2011","60-69 m²",970,"EE009","EE006",928
"väike-maarja vald","2021","60-69 m²",1046,"EE009","EE006",928
"väike-maarja vald","2000","70-79 m²",856,"EE009","EE006",928
"väike-maarja vald","2011","70-79 m²",912,"EE009","EE006",928
"väike-maarja vald","2021","70-79 m²",842,"EE009","EE006",928
"väike-maarja vald","2000","80-99 m²",1012,"EE009","EE006",928
"väike-maarja vald","2011","80-99 m²",824,"EE009","EE006",928
"väike-maarja vald","2021","80-99 m²",1014,"EE009","EE006",928
"väike-maarja vald","2000","100-119 m²",540,"EE009","EE006",928
"väike-maarja vald","2011","100-119 m²",618,"EE009","EE006",928
"väike-maarja vald","2021","100-119 m²",694,"EE009","EE006",928
"väike-maarja vald","2000","120-149 m²",354,"EE009","EE006",928
"väike-maarja vald","2011","120-149 m²",368,"EE009","EE006",928
"väike-maarja vald","2021","120-149 m²",440,"EE009","EE006",928
"väike-maarja vald","2000","150 m² or more",156,"EE009","EE006",928
"väike-maarja vald","2011","150 m² or more",444,"EE009","EE006",928
"väike-maarja vald","2021","150 m² or more",334,"EE009","EE006",928
"väike-maarja vald","2000","Area of dwelling unknown",460,"EE009","EE006",928
"väike-maarja vald","2011","Area of dwelling unknown",22,"EE009","EE006",928
"väike-maarja vald","2021","Area of dwelling unknown",20,"EE009","EE006",928
"võru linn","2000","Area of dwelling total",13742,"EE008","EE008",919
"võru linn","2011","Area of dwelling total",13336,"EE008","EE008",919
"võru linn","2021","Area of dwelling total",14452,"EE008","EE008",919
"võru linn","2000","Less than 30 m²",1266,"EE008","EE008",919
"võru linn","2011","Less than 30 m²",966,"EE008","EE008",919
"võru linn","2021","Less than 30 m²",1320,"EE008","EE008",919
"võru linn","2000","30-39 m²",2458,"EE008","EE008",919
"võru linn","2011","30-39 m²",2232,"EE008","EE008",919
"võru linn","2021","30-39 m²",2492,"EE008","EE008",919
"võru linn","2000","40-49 m²",3638,"EE008","EE008",919
"võru linn","2011","40-49 m²",3430,"EE008","EE008",919
"võru linn","2021","40-49 m²",3808,"EE008","EE008",919
"võru linn","2000","50-59 m²",1728,"EE008","EE008",919
"võru linn","2011","50-59 m²",1562,"EE008","EE008",919
"võru linn","2021","50-59 m²",1644,"EE008","EE008",919
"võru linn","2000","60-69 m²",2160,"EE008","EE008",919
"võru linn","2011","60-69 m²",2148,"EE008","EE008",919
"võru linn","2021","60-69 m²",2076,"EE008","EE008",919
"võru linn","2000","70-79 m²",1072,"EE008","EE008",919
"võru linn","2011","70-79 m²",996,"EE008","EE008",919
"võru linn","2021","70-79 m²",1060,"EE008","EE008",919
"võru linn","2000","80-99 m²",560,"EE008","EE008",919
"võru linn","2011","80-99 m²",532,"EE008","EE008",919
"võru linn","2021","80-99 m²",698,"EE008","EE008",919
"võru linn","2000","100-119 m²",520,"EE008","EE008",919
"võru linn","2011","100-119 m²",508,"EE008","EE008",919
"võru linn","2021","100-119 m²",664,"EE008","EE008",919
"võru linn","2000","120-149 m²",164,"EE008","EE008",919
"võru linn","2011","120-149 m²",412,"EE008","EE008",919
"võru linn","2021","120-149 m²",310,"EE008","EE008",919
"võru linn","2000","150 m² or more",106,"EE008","EE008",919
"võru linn","2011","150 m² or more",534,"EE008","EE008",919
"võru linn","2021","150 m² or more",336,"EE008","EE008",919
"võru linn","2000","Area of dwelling unknown",70,"EE008","EE008",919
"võru linn","2011","Area of dwelling unknown",16,"EE008","EE008",919
"võru linn","2021","Area of dwelling unknown",44,"EE008","EE008",919
"võru vald","2000","Area of dwelling total",10888,"EE008","EE008",917
"võru vald","2011","Area of dwelling total",10372,"EE008","EE008",917
"võru vald","2021","Area of dwelling total",12280,"EE008","EE008",917
"võru vald","2000","Less than 30 m²",384,"EE008","EE008",917
"võru vald","2011","Less than 30 m²",250,"EE008","EE008",917
"võru vald","2021","Less than 30 m²",408,"EE008","EE008",917
"võru vald","2000","30-39 m²",734,"EE008","EE008",917
"võru vald","2011","30-39 m²",604,"EE008","EE008",917
"võru vald","2021","30-39 m²",770,"EE008","EE008",917
"võru vald","2000","40-49 m²",1798,"EE008","EE008",917
"võru vald","2011","40-49 m²",1464,"EE008","EE008",917
"võru vald","2021","40-49 m²",1832,"EE008","EE008",917
"võru vald","2000","50-59 m²",1694,"EE008","EE008",917
"võru vald","2011","50-59 m²",1368,"EE008","EE008",917
"võru vald","2021","50-59 m²",1692,"EE008","EE008",917
"võru vald","2000","60-69 m²",1610,"EE008","EE008",917
"võru vald","2011","60-69 m²",1414,"EE008","EE008",917
"võru vald","2021","60-69 m²",1546,"EE008","EE008",917
"võru vald","2000","70-79 m²",1282,"EE008","EE008",917
"võru vald","2011","70-79 m²",1118,"EE008","EE008",917
"võru vald","2021","70-79 m²",1356,"EE008","EE008",917
"võru vald","2000","80-99 m²",1418,"EE008","EE008",917
"võru vald","2011","80-99 m²",1316,"EE008","EE008",917
"võru vald","2021","80-99 m²",1638,"EE008","EE008",917
"võru vald","2000","100-119 m²",710,"EE008","EE008",917
"võru vald","2011","100-119 m²",1014,"EE008","EE008",917
"võru vald","2021","100-119 m²",932,"EE008","EE008",917
"võru vald","2000","120-149 m²",498,"EE008","EE008",917
"võru vald","2011","120-149 m²",726,"EE008","EE008",917
"võru vald","2021","120-149 m²",852,"EE008","EE008",917
"võru vald","2000","150 m² or more",326,"EE008","EE008",917
"võru vald","2011","150 m² or more",1026,"EE008","EE008",917
"võru vald","2021","150 m² or more",926,"EE008","EE008",917
"võru vald","2000","Area of dwelling unknown",434,"EE008","EE008",917
"võru vald","2011","Area of dwelling unknown",72,"EE008","EE008",917
"võru vald","2021","Area of dwelling unknown",328,"EE008","EE008",917
