"Year","Quarter","County","Type of purchase-sale contract","Indicator","value"
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",96
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",1077.9
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",32
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",227.9
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of ownership of dwellings","Number of contracts",66
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",129.2
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",11
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",18.3
"2003","3rd quarter","Jõgeva county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2003","3rd quarter","Jõgeva county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2003","3rd quarter","Jõgeva county","Purchase-sale contracts of movable assets**","Number of contracts",68
"2003","3rd quarter","Jõgeva county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",134.9
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of residential buildings**","Number of contracts",19
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",44.2
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of dwellings**","Number of contracts",34
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",46
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",15
"2003","3rd quarter","Jõgeva county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",44.8
"2003","3rd quarter","Järva county","Purchase-sale contracts total","Number of contracts",219
"2003","3rd quarter","Järva county","Purchase-sale contracts total","Value of contracts, thousand euros",1725.9
"2003","3rd quarter","Järva county","Purchase-sale contracts of real estate","Number of contracts",170
"2003","3rd quarter","Järva county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",1607.6
"2003","3rd quarter","Järva county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",75
"2003","3rd quarter","Järva county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",1033.7
"2003","3rd quarter","Järva county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",25
"2003","3rd quarter","Järva county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",179
"2003","3rd quarter","Järva county","..purchase-sale contracts of ownership of dwellings","Number of contracts",62
"2003","3rd quarter","Järva county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",240.4
"2003","3rd quarter","Järva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",8
"2003","3rd quarter","Järva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",154.6
"2003","3rd quarter","Järva county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2003","3rd quarter","Järva county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2003","3rd quarter","Järva county","Purchase-sale contracts of movable assets**","Number of contracts",49
"2003","3rd quarter","Järva county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",118.2
"2003","3rd quarter","Järva county","..purchase-sale contracts of residential buildings**","Number of contracts",19
"2003","3rd quarter","Järva county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",63.2
"2003","3rd quarter","Järva county","..purchase-sale contracts of dwellings**","Number of contracts",27
"2003","3rd quarter","Järva county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",54.4
"2003","3rd quarter","Järva county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",3
"2003","3rd quarter","Järva county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",0.6
"2003","3rd quarter","Lääne county","Purchase-sale contracts total","Number of contracts",234
"2003","3rd quarter","Lääne county","Purchase-sale contracts total","Value of contracts, thousand euros",2421.2
"2003","3rd quarter","Lääne county","Purchase-sale contracts of real estate","Number of contracts",188
"2003","3rd quarter","Lääne county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",2107
"2003","3rd quarter","Lääne county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",55
"2003","3rd quarter","Lääne county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",377.3
"2003","3rd quarter","Lääne county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",39
"2003","3rd quarter","Lääne county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",427.8
"2003","3rd quarter","Lääne county","..purchase-sale contracts of ownership of dwellings","Number of contracts",79
"2003","3rd quarter","Lääne county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",774.3
"2003","3rd quarter","Lääne county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",15
"2003","3rd quarter","Lääne county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",527.7
"2003","3rd quarter","Lääne county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2003","3rd quarter","Lääne county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2003","3rd quarter","Lääne county","Purchase-sale contracts of movable assets**","Number of contracts",46
"2003","3rd quarter","Lääne county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",314.2
"2003","3rd quarter","Lääne county","..purchase-sale contracts of residential buildings**","Number of contracts",10
"2003","3rd quarter","Lääne county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",75.7
"2003","3rd quarter","Lääne county","..purchase-sale contracts of dwellings**","Number of contracts",23
"2003","3rd quarter","Lääne county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",107.6
"2003","3rd quarter","Lääne county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",13
"2003","3rd quarter","Lääne county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",130.9
"2003","3rd quarter","Lääne-Viru county","Purchase-sale contracts total","Number of contracts",588
"2003","3rd quarter","Lääne-Viru county","Purchase-sale contracts total","Value of contracts, thousand euros",5418
"2003","3rd quarter","Lääne-Viru county","Purchase-sale contracts of real estate","Number of contracts",418
"2003","3rd quarter","Lääne-Viru county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",4451.3
"2003","3rd quarter","Lääne-Viru county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",126
"2003","3rd quarter","Lääne-Viru county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",1479.3
"2003","3rd quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",94
"2003","3rd quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",1282.5
